Source,Target
HD,Linda Gooden_63
HD,Karen Katen_67
HON,Roger Fradin_62
HON,D. Scott Davis_64
HON,Linnet Deily_70
HON,Grace Lieblein_55
HON,George Paz_60
HON,Bradley Sheares_59
HON,Robin Washington_53
HRL,Jeffrey Ettinger_57
HRL,Terrel Crews_60
HRL,Christopher Policinski_57
HST,W. Edward Walter_60
HST,Mary Baglivo_58
HST,Ann Korologos_74
HST,John Morse_69
HST,Walter Rakowich_58
HPQ,Carl Bass_58
HPQ,Mary Citrino_57
HPQ,Robert Bennett_58
HPQ,Stephanie Burns_61
HPQ,Rajiv Gupta_70
HPQ,Stacey Mobley_70
HPQ,James Skinner_71
HUM,Bruce Broussard_53
HUM,Frank D'Amelio_58
HUM,David Jones_58
HUM,James O'Brien_61
HBAN,Stephen Steinour_57
HBAN,John Inglis_
HBAN,Steven Elliott_69
ITW,Ernest Santi_54
ITW,Christopher O'Herlihy_52
ITW,Robert Morrison_74
ITW,Jay Henderson_60
ITW,Daniel Brutto_60
ITW,Susan Crown_57
ITW,Richard Lenny_64
ITW,James Skinner_71
ITW,David Smith_49
ITW,Anre Williams_50
IR,Michael Lamach_52
IR,Susan Carter_57
IR,Richard Swift_71
IR,Ann Berzin_63
IR,Elaine Chao_63
IR,Linda Hudson_65
IR,John Surma_61
IR,Tony White_69
INTC,Andrew Bryant_66
INTC,Brian Krzanich_55
INTC,Robert Swan_56
INTC,Charlene Barshefsky_65
INTC,John Donahoe_55
INTC,Frank Yeary_52
ICE,Frederic Salerno_72
ICE,Charles Crisp_68
ICE,Judith Sprieser_62
IBM,Colleen Arnold_58
IBM,Thomas Rosamilia_55
IBM,Kenneth Chenault_64
IBM,Michael Eskew_66
IBM,David Farr_61
IBM,Mark Fields_
IBM,Alex Gorsky_55
IBM,Shirley Jackson_69
IBM,Andrew Liveris_61
IBM,Walter McNerney_66
IBM,Hutham Olayan_62
IBM,James Owens_69
IBM,Joan Spero_71
IP,Thomas Kadien_59
IP,David Bronczek_61
IP,Ilene Gordon_62
IP,Jay Johnson_69
IP,Stacey Mobley_70
IP,Joan Spero_71
IP,J. Steven Whisler_61
IP,Ray Young_54
IPG,Michael Roth_70
IPG,Frank Mergenthaler_55
IPG,Jocelyn Carter-Miller_58
IPG,Dawn Hudson_58
IPG,Henry Miller_70
IPG,Jonathan Miller_59
IPG,Mary Steele Guilfoile_62
IPG,David Thomas_66
IFF,John Ferraro_60
IFF,Michael Ducker_62
IFF,Roger Ferguson_64
INTU,Brad Smith_52
INTU,Scott Cook_63
INTU,Suzanne Nora Johnson_58
INTU,Diane Greene_60
INTU,Dennis Powell_68
ISRG,Michael Friedman_72
IVZ,Phoebe Wood_62
JEC,Ralph Eberhart_69
JEC,Linda Levinson_74
JBHT,James Robo_53
SJM,Steven Oakland_55
SJM,Robert Heisler_67
SJM,Sandra Pianalto_61
JNJ,Alex Gorsky_55
JNJ,Anne Mulcahy_63
JNJ,D. Scott Davis_64
JNJ,William Perez_68
JNJ,Charles Prince_66
JNJ,Ronald Williams_66
JCI,George Oliver_56
JCI,Judith Reinsdorf_52
JCI,David Abney_60
JCI,Jeffrey Joerres_56
JCI,Robert Yost_68
JPM,Gordon Smith_57
JPM,James Bell_67
JPM,Crandall Bowles_68
JPM,Stephen Burke_57
JPM,James Crown_62
JPM,Timothy Flynn_59
JPM,William Weldon_67
JNPR,Scott Kriens_58
JNPR,Brian Martin_54
JNPR,Robert Calderoni_56
JNPR,Mercedes Johnson_62
KSU,Rodney Slater_61
K,John Bryant_50
K,Donald Knauss_65
K,Richard Dreiling_62
K,James Jenness_70
K,Stephanie Burns_61
K,Cynthia Milligan_70
K,Rogelio Rebolledo_71
K,Carolyn Tastad_54
K,Noel Wallace_51
KEY,Beth Mooney_61
KEY,Alexander Cutler_64
KEY,Austin Adams_72
KEY,Bruce Broussard_53
KEY,Joseph Carrabba_63
KEY,Barbara Snyder_60
KMB,Thomas Falk_58
KMB,Maria Henry_50
KMB,Anthony Palmer_56
KMB,Elane Stock_52
KMB,James Jenness_70
KMB,Michael White_63
KMB,John Bergstrom_69
KMB,Nancy Karch_68
KMB,Ian Read_62
KLAC,Edward Barnholt_72
KLAC,Richard Wallace_55
KLAC,Brian Martin_54
KLAC,Robert Calderoni_56
KLAC,Kevin Kennedy_60
KSS,Michelle Gass_48
KSS,Stephanie Streeter_58
KHC,John Cahill_58
KHC,Jeanne Jackson_64
KHC,John Pope_67
KR,William McMullen_55
KR,Robert Beyer_56
KR,Susan Kropf_67
KR,Jorge Montoya_69
KR,Ronald Sargent_60
LB,Stuart Burgdoerfer_53
LB,Donna James_58
LB,William Loomis_68
LB,Michael Morris_69
LB,Stephen Steinour_57
LLL,Ann Dunwoody_63
LLL,Lloyd Newton_73
LLL,Henry Shelton_74
LH,David King_59
LH,Richelle Parham_48
LH,Adam Schechter_51
LH,R. Sanders Williams_67
LRCX,Eric Brandt_53
LRCX,Michael Cannon_62
LM,Carol Davidson_60
LM,Kurt Schmoke_66
LEG,Phoebe Wood_62
LEN,Teri McClure_52
LEN,Armando Olivera_66
LVLT,James Ellis_68
LVLT,Kevin Chilton_61
LVLT,T. Michael Glenn_60
LUK,Robert Beyer_56
LLY,John Lechleiter_62
LLY,Derica Rice_51
LLY,Ellen Marram_69
LLY,Ralph Alvarez_60
LLY,Michael Eskew_66
LLY,R. David Hoover_70
LLY,Karen Horn_72
LLY,Juan Luciano_54
LLY,Jackson Tai_66
LNC,William Cunningham_72
LKQ,Blythe McGarvie_59
LKQ,John O'Brien_73
LMT,Marillyn Hewson_62
LMT,Bruce Tanner_56
LMT,Sondra Barbour_53
LMT,Rosalind Brewer_53
LMT,James Ellis_68
LMT,Thomas Falk_58
LMT,Ilene Gordon_62
LMT,Anne Stevens_68
L,James Tisch_63
L,David Edelson_56
L,Paul Fribourg_
L,Lawrence Bacow_64
L,Jacob Frenkel_73
L,Philip Laskawy_74
L,Anthony Welters_61
LOW,Robert Niblock_53
LOW,Marshall Larsen_67
LOW,Ralph Alvarez_60
LOW,Angela Braly_54
LOW,Sandra Cochran_57
LOW,Richard Dreiling_62
LOW,Bertram Scott_65
LOW,Eric Wiseman_60
LYB,Nance Dicciani_68
MAC,John Alschuler_68
M,Terry Lundgren_64
M,Karen Hoguet_59
M,Francis Blake_67
M,John Bryant_50
M,Sara Levinson_65
M,Joyce Roche_69
M,Paul Varga_52
M,Craig Weatherup_71
M,Marna Whittington_69
MRO,Dennis Reilley_63
MRO,Gaurdie Banister_58
MRO,Gregory Boyce_61
MRO,Chadwick Deaton_63
MRO,Marcela Donadio_61
MRO,Shirley Jackson_69
MRO,Philip Lader_70
MRO,Michael Phelps_68
MPC,Gary Heminger_62
MPC,Charles Bunch_66
MPC,Donna James_58
MPC,James Rohr_67
MPC,John Surma_61
MMC,Anthony Anderson_60
MMC,Bruce Nolop_65
MMC,Lloyd Yates_55
MMC,Robert Yost_68
MLM,Donald Slager_54
MAS,J. Michael Losh_69
MAS,John Sznewajs_48
MAS,Christopher O'Herlihy_52
MAS,Donald Parfet_64
MAS,Lisa Payne_57
MAS,John Plant_62
MAS,Reginald Turner_56
MA,Ajaypal Banga_56
MA,Martina Hund-Mejean_56
MA,Nancy Karch_68
MA,Jackson Tai_66
MAT,Michael Dolan_69
MAT,Trevor Edwards_53
MAT,Frances Fergusson_71
MAT,Ann Lewnes_54
MAT,Vasant Prabhu_56
MAT,Dean Scarborough_60
MKC,Alan Wilson_58
MKC,Freeman Hrabowski_65
MKC,Patricia Little_55
MKC,Maritza Montiel_64
MCD,Enrique Hernandez_60
MCD,Gloria Santona_65
MCD,Robert Eckert_61
MCD,Jeanne Jackson_64
MCD,Richard Lenny_64
MCD,John Rogers_58
MCD,Miles White_61
MCK,Andrew Bryant_66
MCK,Donald Knauss_65
MJN,Kimberly Casiano_58
MJN,Anna Catalano_56
MJN,Michael Grobstein_73
MJN,Robert Singer_64
MDT,Craig Arnold_55
MDT,Scott Donnelly_54
MDT,Randall Hogan_59
MDT,Shirley Jackson_69
MDT,Michael Leavitt_65
MDT,Denise O'Leary_58
MDT,Kendall Powell_62
MDT,Robert Pozen_70
MRK,Kenneth Frazier_61
MRK,Robert Davis_49
MRK,Mirian Graddick-Weir_61
MRK,Adam Schechter_51
MRK,Leslie Brun_63
MRK,Pamela Craig_59
MRK,Thomas Glocer_56
MRK,Rochelle Lazarus_68
MRK,Patricia Russo_64
MRK,Wendell Weeks_56
MET,Esther Lee_57
MET,Maria Morris_53
MET,Cheryl Grise_63
MET,Carlos Gutierrez_62
MET,Robert Hubbard_57
MET,Alfred Kelly_58
MET,Edward Kelly_63
MET,William Kennard_59
MET,James Kilts_68
MET,Denise Morrison_62
MET,Kenton Sicchitano_71
MTD,Thomas Salice_56
MU,D. Mark Durcan_54
MU,Richard Beyer_67
MU,Patrick Byrne_67
MU,Mercedes Johnson_62
MSFT,Bradford Smith_57
MSFT,Teri List-Stoll_53
MSFT,Charles Noski_63
MSFT,Charles Scharf_50
MSFT,John Stanton_60
TAP,Roger Eaton_54
MDLZ,Charles Bunch_66
MDLZ,Lois Juliber_67
MDLZ,Nelson Peltz_74
MDLZ,Fredric Reynolds_65
MDLZ,Patrick Siewert_60
MON,Hugh Grant_57
MON,Brett Begemann_55
MON,Mitch Barns_51
MON,Jon Moeller_51
MON,Patricia Verduin_56
MNST,Kathy Waller_57
MNST,Gary Fayard_64
MCO,Basil Anderson_70
MCO,Kathryn Hill_59
MS,Erskine Bowles_70
MS,Thomas Glocer_56
MS,Klaus Kleinfeld_58
MS,Donald Nicolaisen_71
MS,Hutham Olayan_62
MS,James Owens_69
MS,Perry Traquina_60
MS,Rayford Wilkins_64
MOS,Nancy Cooper_62
MOS,Gregory Ebel_51
MOS,Denise Johnson_49
MOS,William Monahan_68
MOS,David Seaton_54
MSI,Clayton Jones_66
MSI,Judy Lewent_67
MSI,Anne Pramaggiore_57
MSI,Samuel Scott_71
NDAQ,Charlene Begley_49
NDAQ,Glenn Hutchins_60
NOV,Marcela Donadio_61
NOV,James Hackett_62
NOV,William Thomas_63
NAVI,John Adams_60
NAVI,Linda Mills_66
NAVI,Laura Unger_
NAVI,Barry Williams_71
NTAP,Kathryn Hill_59
NTAP,Stephen Smith_59
NTAP,Richard Wallace_55
NFLX,Reed Hastings_55
NFLX,Jay Hoag_58
NFLX,A. George Battle_72
NFLX,Ann Mather_56
NFLX,Bradford Smith_57
NWL,Michael Polk_55
NWL,Ralph Nicoletti_58
NWL,Domenico De Sole_72
NWL,Michael Todman_58
NEM,Gregory Boyce_61
NEM,Vincent Calarco_73
NEM,Joseph Carrabba_63
NEM,Veronica Hagen_70
NWSA,Keith Murdoch_85
NWSA,Lachlan Murdoch_45
NWSA,Robert Thomson_54
NWSA,Bedi Singh_56
NWSA,Joel Klein_69
NWSA,David Pitofsky_50
NWSA,Peter Barnes_72
NWSA,James Murdoch_43
NWSA,Jose Aznar_62
NWSA,Natalie Bancroft_35
NWSA,Elaine Chao_63
NWSA,Ana Pessoa_48
NWSA,Masroor Siddiqui_43
NWSA,Michael Florin_
NWS,Keith Murdoch_85
NWS,Lachlan Murdoch_45
NWS,Robert Thomson_54
NWS,Bedi Singh_56
NWS,Joel Klein_69
NWS,David Pitofsky_50
NWS,Peter Barnes_72
NWS,James Murdoch_43
NWS,Jose Aznar_62
NWS,Natalie Bancroft_35
NWS,Elaine Chao_63
NWS,Ana Pessoa_48
NWS,Masroor Siddiqui_43
NWS,Michael Florin_
NEE,James Robo_53
NEE,Sherry Barrat_66
NEE,Kirk Hachigian_56
NEE,Amy Lane_63
NEE,Hansel Tookes_68
NLSN,Mitch Barns_51
NLSN,David Calhoun_58
NLSN,Karen Hoguet_59
NLSN,James Kilts_68
NLSN,Harish Manwani_63
NLSN,Kathryn Marinello_59
NLSN,Robert Pozen_70
NLSN,Javier Teruel_65
NKE,Mark Parker_60
NKE,Trevor Edwards_53
NKE,Eric Sprunk_52
NKE,Timothy Cook_55
NKE,Elizabeth Comstock_55
NKE,John Donahoe_55
NKE,Alan Graf_62
NKE,John Lechleiter_62
NKE,Johnathan Rodgers_70
NI,Wayne DeVeydt_46
NI,Deborah Henretta_54
NI,Kevin Kabat_59
NI,Carolyn Woo_62
JWN,Enrique Hernandez_60
JWN,Gordon Smith_57
JWN,Bradley Tilden_55
JWN,Shellye Archambeau_53
JWN,Phyllis Campbell_64
JWN,Brad Smith_52
JWN,Robert Walter_70
NSC,Erskine Bowles_70
NSC,Robert Bradway_53
NSC,Wesley Bush_55
NSC,Daniel Carp_67
NSC,Martin Nesbitt_53
NTRS,Frederick Waddell_62
NTRS,John Rowe_70
NTRS,Jay Henderson_60
NTRS,Linda Bynoe_63
NTRS,Susan Crown_57
NTRS,Dipak Jain_59
NTRS,David Smith_49
NTRS,Donald Thompson_53
NOC,Wesley Bush_55
NOC,Donald Felsinger_68
NOC,Marianne Brown_57
NOC,Bruce Gordon_70
NOC,William Hernandez_68
NOC,Karl Krapek_67
NOC,Richard Myers_74
NOC,Thomas Schoewe_63
NOC,James Turley_60
NRG,Edward Muller_63
NRG,Thomas Weidemeyer_68
NUE,Raymond Milchovich_66
NUE,Gregory Hayes_55
NUE,Victoria Haynes_69
NUE,Laurette Koellner_61
NVDA,William Miller_70
NVDA,Robert Burgess_58
NVDA,Dawn Hudson_58
OXY,Jennifer Kirk_41
OXY,Stephen Chazen_69
OXY,Carlos Gutierrez_62
OXY,Avedick Poladian_64
OMC,Leonard Coleman_67
OMC,Alan Batkin_71
OMC,Robert Clark_72
OKE,Kevin McCarthy_57
ORCL,Michael Boskin_70
ORCL,George Conrades_77
ORCL,Renee James_52
ORCL,Naomi Seligman_77
OI,Albert Stroucken_68
OI,Peter Hellman_66
OI,Dennis Williams_70
PCAR,Mark Pigott_62
PCAR,Charles Williamson_67
PCAR,Kirk Hachigian_56
PCAR,Roderick McGeary_65
PH,Andrew Ross_48
PH,Kevin Lobo_50
PH,Joseph Scaminace_62
PDCO,Scott Anderson_49
PDCO,Les Vinney_67
PAYX,Joseph Doody_64
PAYX,Pamela Joseph_57
PYPL,John Donahoe_55
PYPL,Daniel Schulman_58
PYPL,William Ready_36
PYPL,David Moffett_64
PYPL,Jonathan Christodoro_40
PYPL,David Dorman_62
PYPL,Gail McGovern_64
PYPL,Pierre Omidyar_48
PYPL,Frank Yeary_52
PNR,Randall Hogan_59
PNR,William Monahan_68
PNR,Edward Garden_54
PNR,Jerry Burris_52
PNR,Carol Davidson_60
PNR,T. Michael Glenn_60
PNR,David Ho_57
PNR,David Jones_58
PNR,Ronald Merriman_71
PBCT,David Norton_60
PEP,Indra Nooyi_60
PEP,Albert Carey_64
PEP,George Buckley_69
PEP,Ian Cook_63
PEP,Dina Dublon_63
PEP,William Johnson_67
PEP,Lloyd Trotter_70
PEP,Daniel Vasella_63
PKI,Robert Friel_60
PKI,Alexis Michas_58
PKI,Vicki Sato_67
PKI,Kenton Sicchitano_71
PRGO,Gary Cohen_56
PRGO,Jacqualyn Fouse_55
PFE,Ian Read_62
PFE,Frank D'Amelio_58
PFE,W. Don Cornwell_68
PFE,Joseph Echevarria_59
PFE,Frances Fergusson_71
PFE,James Kilts_68
PFE,Shantanu Narayen_52
PFE,Suzanne Nora Johnson_58
PFE,Stephen Sanger_69
PCG,Anthony Earley_67
PCG,Eric Mullins_52
PCG,Roger Kimmel_69
PCG,Barry Williams_71
PM,Werner Geissler_62
PSX,Gregory Garland_58
PSX,Harold McGraw_67
PSX,John Lowe_57
PSX,William Loomis_68
PSX,Glenn Tilton_67
PSX,Marna Whittington_69
PNW,David Falck_63
PNW,Denis Cortese_72
PNW,Dale Klein_68
PXD,Scott Sheffield_63
PXD,James Thompson_64
PXD,Phoebe Wood_62
PBI,Michael Roth_70
PBI,Marc Lautenbach_55
PBI,Abby Kohnstamm_62
PBI,Roger Fradin_62
PBI,Linda Sanford_63
PBI,David Shedlarz_67
PNC,William Demchak_53
PNC,Charles Bunch_66
PNC,Daniel Hesse_63
PNC,Donald Shepard_69
PNC,Michael Ward_65
PNC,Gregory Wasson_57
RL,Hubert Joly_56
PPG,Frank Sklarsky_59
PPG,Michael Lamach_52
PPG,Stephen Angel_60
PPG,John Faraci_66
PPG,Hugh Grant_57
PPG,Victoria Haynes_69
PPG,Melanie Healey_55
PPG,Michele Hooper_64
PPG,Martin Richenhagen_63
PPL,William Spence_59
PPL,Rodney Adkins_57
PPL,Steven Elliott_69
PPL,Keith Williamson_63
PX,Stephen Angel_60
PX,Nance Dicciani_68
PX,Edward Galante_65
PX,Martin Richenhagen_63
PCLN,Jeffery Boyd_59
PCLN,Charles Noski_63
PCLN,Craig Rydin_64
PFG,Scott Mills_48
PFG,Betsy Bernard_60
PFG,Jocelyn Carter-Miller_58
PFG,Roger Hochschild_50
PFG,Elizabeth Tallett_66
PG,Jon Moeller_51
PG,Carolyn Tastad_54
PG,Linda Clement-Holmes_53
PG,Deborah Majoras_52
PG,Walter McNerney_66
PG,Francis Blake_67
PG,Angela Braly_54
PG,Kenneth Chenault_64
PG,Scott Cook_63
PG,Susan Desmond-Hellmann_58
PG,Terry Lundgren_64
PG,Margaret Whitman_59
PG,Patricia Woertz_63
PG,Ernesto Zedillo Ponce de Leon_64
PGR,Glenn Renwick_60
PGR,Stuart Burgdoerfer_53
PGR,Charles Davis_67
PGR,Roger Farah_63
PGR,Bradley Sheares_59
PGR,Barbara Snyder_60
PLD,Irving Lyons_66
PLD,Christine Garvey_70
PLD,Lydia Kennard_61
PLD,J. Michael Losh_69
PLD,William Zollars_68
PRU,Karl Krapek_67
PRU,James Cullen_73
PRU,Martina Hund-Mejean_56
PRU,George Paz_60
PRU,Sandra Pianalto_61
PRU,Michael Todman_58
PEG,Willie Deese_60
PEG,Shirley Jackson_69
PEG,David Lilley_69
PEG,Thomas Renyi_70
PEG,Hak Shin_58
PEG,Richard Swift_71
PEG,Susan Tomasky_63
PSA,Ronald Havner_58
PSA,Avedick Poladian_64
PHM,Brian Anderson_65
PHM,Richard Dreiling_62
PHM,Thomas Folliard_51
PHM,Cheryl Grise_63
PVH,Mary Baglivo_58
PVH,Craig Rydin_64
QRVO,David Ho_57
QCOM,Steven Mollenkopf_47
QCOM,Ann Livermore_57
QCOM,Thomas Horton_54
QCOM,Harish Manwani_63
QCOM,Clark Randt_70
DGX,Stephen Rusckowski_58
DGX,Jenne Britell_73
DGX,Jeffrey Leiden_60
DGX,Timothy Ring_58
DGX,Gail Wilensky_72
RRC,Kevin McCarthy_57
RTN,George Oliver_56
RTN,Dinesh Paliwal_58
RTN,Ronald Skates_74
O,Michael McKee_70
O,Ronald Merriman_71
O,Stephen Sterrett_60
RHT,Henry Shelton_74
RHT,James Whitehurst_48
RHT,Frank Calderoni_58
RHT,Charlene Begley_49
REGN,Christine Poon_63
REGN,Arthur Ryan_73
RF,O.B. Hall_58
RF,Samuel Di Piazza_65
RF,Eric Fast_66
RF,John Johns_64
RF,Ruth Marshall_61
RF,James Prokopanko_62
RF,Lee Styslinger_55
RSG,Donald Slager_54
RSG,Tomago Collins_44
RSG,Ann Dunwoody_63
RSG,Thomas Handley_61
RSG,Jennifer Kirk_41
RSG,Michael Larson_56
RAI,Debra Crew_45
RAI,Holly Koeppel_57
RAI,Lionel Nowell_61
RAI,John Zillmer_60
ROK,Thomas Rosamilia_55
ROK,James Holloman_60
ROK,Donald Parfet_64
ROK,Lisa Payne_57
COL,Patrick Allen_51
COL,Ralph Eberhart_69
COL,John Edwardson_66
COL,David Lilley_69
ROST,Stephen Milligan_52
RCL,William Kimsey_73
RCL,Donald Thompson_53
RCL,Maritza Montiel_64
R,Robert Sanchez_50
R,Robert Hagemann_59
R,Luis Nieto_60
R,Hansel Tookes_68
CRM,Alan Hassenfeld_67
CRM,Robin Washington_53
CRM,Maynard Webb_60
SLB,Indra Nooyi_60
SLB,Leo Reif_65
SNI,Richelle Parham_48
SNI,Ronald Tysoe_63
STX,Michael Cannon_62
STX,Dambisa Moyo_47
STX,Frank Biondi_71
STX,Stephanie Tilenius_48
SEE,Jerome Peribere_61
SRE,Debra Reed_59
SRE,William Rusnack_71
SRE,Alan Boeckmann_67
SRE,Lynn Schenk_71
SHW,Christopher Connor_59
SHW,John Morikis_52
SHW,Sean Hennessy_58
SHW,Thomas Kadien_59
SHW,Richard Kramer_52
SHW,Susan Kropf_67
SHW,Christine Poon_63
SIG,Marianne Parrs_72
SIG,Jonathan Sokoloff_59
SPG,Larry Glasscock_68
SPG,Karen Horn_72
SLG,John Alschuler_68
SNA,Henry Knueppel_67
SO,Thomas Fanning_59
SO,Kimberly Greene_49
SO,W. Paul Bowers_59
SO,Veronica Hagen_70
SO,Linda Hudson_65
SO,Donald James_67
SO,John Johns_64
SO,Dale Klein_68
SO,E. Jenner Wood_64
LUV,Grace Lieblein_55
LUV,Douglas Brooks_63
LUV,William Cunningham_72
SE,Gregory Ebel_51
SE,Dorothy Ables_58
SE,Austin Adams_72
SE,Pamela Carter_66
SE,Clarence Cazalot_65
SE,Michael Morris_69
SE,Michael Phelps_68
SPGI,Maria Morris_53
SPGI,Rebecca Jacoby_54
SPGI,Edward Rust_65
SPGI,Kurt Schmoke_66
STJ,David Dvorak_52
SWK,George Buckley_69
SWK,Debra Crew_45
SWK,Marianne Parrs_72
SWK,Robert Ryan_73
SPLS,Ronald Sargent_60
SPLS,Shira Goodman_55
SPLS,Joseph Doody_64
SPLS,Robert Sulentic_59
SPLS,Carol Meyrowitz_62
SBUX,Craig Weatherup_71
SBUX,Mary Dillon_54
SBUX,Mellody Hobson_47
SBUX,Joshua Ramo_47
SBUX,Javier Teruel_65
STT,Linda Hill_59
STT,Ronald Skates_74
STT,Thomas Wilson_58
SRCL,Thomas Chen_66
SYK,Kevin Lobo_50
STI,Paul Garcia_63
STI,Bruce Tanner_56
STI,David Ratcliffe_68
STI,Thomas Watjen_61
SYMC,Daniel Schulman_58
SYMC,Kenneth Hao_47
SYMC,Robert Miller_74
SYMC,Suzanne Vautrinot_56
SYF,Paget Alves_62
SYF,Olympia Snowe_69
SYY,William DeLaney_60
SYY,Daniel Brutto_60
SYY,Bradley Halverson_56
SYY,Larry Glasscock_68
SYY,Nelson Peltz_74
TROW,Brian Rogers_60
TROW,Sandra Wijnberg_59
TROW,Mary Bush_68
TROW,Freeman Hrabowski_65
TROW,Olympia Snowe_69
TROW,Alan Wilson_58
TGT,Brian Cornell_57
TGT,Douglas Baker_57
TGT,Melanie Healey_55
TGT,Donald Knauss_65
TGT,Monica Lozano_59
TGT,Roxanne Austin_55
TGT,Calvin Darden_66
TGT,Anne Mulcahy_63
TGT,Derica Rice_51
TEL,Thomas Lynch_61
TEL,Laura Wright_56
TEL,Pierre Brondeau_58
TEL,Paula Sneed_68
TGNA,Marjorie Magner_67
TGNA,Gracia Martore_64
TGNA,Victoria Harker_51
TGNA,Jill Greenthal_59
TGNA,Henry McGee_63
TGNA,Bruce Nolop_65
TDC,James Ringler_70
TDC,Lisa Bacus_51
TDC,Nancy Cooper_62
TSO,Susan Tomasky_63
TSO,Rodney Chase_72
TSO,Edward Galante_65
TSO,David Lilley_69
TSO,Jimmy Nokes_69
TXN,Ralph Babb_67
TXN,Mark Blinn_54
TXN,Daniel Carp_67
TXN,Janet Clark_61
TXN,Carrie Cox_58
TXN,Pamela Patsley_59
TXN,Robert Sanchez_50
TXN,Wayne Sanders_68
TXN,Christine Whitman_69
TXT,Scott Donnelly_54
TXT,R. Kerry Clark_64
TXT,Lawrence Fish_71
TXT,Lloyd Trotter_70
COO,William Kozy_63
HSY,John Bilbrey_59
HSY,Patricia Little_55
HSY,James Nevels_65
HSY,Pamela Arway_62
HSY,Charles Davis_67
HSY,Mary Haben_60
HSY,Anthony Palmer_56
HSY,David Shedlarz_67
TRV,Jay Fishman_63
TRV,Kenneth Duberstein_71
TRV,Donald Shepard_69
TMO,Marc Casper_48
TMO,C. Martin Harris_59
TMO,Tyler Jacks_55
TMO,Judy Lewent_67
TMO,Thomas Lynch_61
TMO,Elaine Ullian_68
TIF,Frederic Cumenal_56
TIF,Rose Bravo_65
TIF,Lawrence Fish_71
TIF,Abby Kohnstamm_62
TIF,Robert Singer_64
TWX,James Barksdale_73
TWX,William Barr_66
TWX,Robert Clark_72
TWX,Jessica Einhorn_68
TWX,Carlos Gutierrez_62
TWX,Fred Hassan_70
TJX,Carol Meyrowitz_62
TJX,John O'Brien_73
TJX,Zein Abdalla_57
TJX,Jose Alvarez_53
TJX,Alan Bennett_65
TJX,Amy Lane_63
TMK,Lloyd Newton_73
TSS,Pamela Joseph_57
TSS,Kriss Cloninger_68
TSS,Walter Driver_70
TSCO,Cynthia Jamison_56
TSCO,George MacKenzie_67
TDG,Sean Hennessy_58
RIG,Merrill Miller_65
RIG,Vanessa Chang_63
RIG,Chadwick Deaton_63
RIG,Edward Muller_63
TRIP,Gregory Maffei_55
TRIP,Jonathan Miller_59
FOXA,Keith Murdoch_85
FOXA,Lachlan Murdoch_45
FOXA,James Murdoch_43
FOXA,Chase Carey_62
FOXA,John Nallen_59
FOXA,Gerson Zweifach_63
FOXA,Paul Cheesbrough_
FOXA,Roderick Eddington_66
FOXA,David DeVoe_69
FOXA,Delphine Arnault_41
FOXA,James Breyer_55
FOXA,Viet Dinh_47
FOXA,Jacques Nasser_68
FOXA,Robert Silberman_58
FOXA,Tidjane Thiam_54
FOXA,Jeffrey Ubben_55
FOX,Keith Murdoch_85
FOX,Lachlan Murdoch_45
FOX,James Murdoch_43
FOX,Chase Carey_62
FOX,John Nallen_59
FOX,Gerson Zweifach_63
FOX,Paul Cheesbrough_
FOX,Roderick Eddington_66
FOX,David DeVoe_69
FOX,Delphine Arnault_41
FOX,James Breyer_55
FOX,Viet Dinh_47
FOX,Jacques Nasser_68
FOX,Robert Silberman_58
FOX,Tidjane Thiam_54
FOX,Jeffrey Ubben_55
TSN,Gaurdie Banister_58
UDR,Mark Patterson_55
ULTA,Mary Dillon_54
ULTA,Catherine Halligan_53
ULTA,George Mrkonic_64
USB,Richard Davis_58
USB,Arthur Collins_68
USB,Douglas Baker_57
USB,Warner Baxter_54
USB,Marc Casper_48
USB,Karen Lynch_53
UA,Kevin Plank_43
UA,Lawrence Molloy_54
UA,Colin Browne_
UA,Matthew Mirchin_56
UA,Kerry Chandler_51
UA,James Hardy_56
UA,Paul Fipps_43
UA,Andy Donkin_
UA,Kip Fulks_43
UA,Michael Lee_
UA,Karl-Heinz Maurath_54
UA,Alvin Krongard_79
UA,Byron Adams_61
UA,George Bodenheimer_57
UA,Douglas Coltharp_54
UA,Anthony Deering_71
UA,Karen Katz_59
UA,William McDermott_54
UA,Eric Olson_64
UA,Harvey Sanders_66
UA.C,Kevin Plank_43
UA.C,Lawrence Molloy_54
UA.C,Colin Browne_
UA.C,Matthew Mirchin_56
UA.C,Kerry Chandler_51
UA.C,James Hardy_56
UA.C,Paul Fipps_43
UA.C,Andy Donkin_
UA.C,Kip Fulks_43
UA.C,Michael Lee_
UA.C,Karl-Heinz Maurath_54
UA.C,Alvin Krongard_79
UA.C,Byron Adams_61
UA.C,George Bodenheimer_57
UA.C,Douglas Coltharp_54
UA.C,Anthony Deering_71
UA.C,Karen Katz_59
UA.C,William McDermott_54
UA.C,Eric Olson_64
UA.C,Harvey Sanders_66
UNP,David Dillon_65
UAL,Linda Jojo_50
UAL,William Nuti_52
UAL,Edward Philip_51
UAL,James Whitehurst_48
UNH,Michele Hooper_64
UNH,Rodger Lawson_69
UNH,Glenn Renwick_60
UNH,Gail Wilensky_72
UPS,David Abney_60
UPS,Teri McClure_52
UPS,William Johnson_67
UPS,Rodney Adkins_57
UPS,Candace Kendle_69
UPS,Ann Livermore_57
UPS,Clark Randt_70
UPS,John Stankey_53
